max_number;door_length;wall_length;area;nb_door;nb_wall;cooling;heating
1031;887;5011;5000;6;25;44543;381
494;288;2578;14000;8;43;400452;2895
357;173;1178;5000;4;17;44221;382
426;240;1932;6000;5;24;51763;441
383;202;1116;7000;8;26;63315;522
356;271;1879;11000;6;36;145638;1132
631;432;2399;6000;6;20;52116;439
255;172;1071;5000;5;20;43924;381
418;1196;3270;19000;23;65;1658224;11441
631;557;2699;7000;10;26;64369;531
464;568;3335;15000;14;52;520997;3720
1230;701;3817;7000;7;20;63967;530
629;296;2201;5000;6;18;45048;391
1013;690;4364;8000;8;24;79425;639
340;313;1380;6000;7;21;54324;473
618;831;3799;16000;17;55;743663;5238
544;768;2725;8000;11;25;77656;626
488;427;2373;9000;6;27;95332;756
436;336;1860;9000;9;27;94367;751
593;458;2806;13000;10;49;312073;2284
352;484;2179;9000;7;31;94762;754
1180;1453;8514;12000;10;41;202652;1525
280;241;1527;11980;13;43;172597;1294
623;345;2227;5000;5;19;45523;394
475;775;2634;14000;12;45;395003;2859
869;1623;6001;11000;13;36;138275;1065
397;251;1355;4000;5;16;39197;345
1142;1515;6302;6000;9;23;53151;448
585;820;3171;6000;9;23;53085;454
983;1191;6722;12000;14;45;192336;1449
1178;574;3968;5000;5;20;45450;393
610;506;2306;7000;8;26;64665;533
676;735;3871;9000;10;33;94716;760
541;764;3642;13000;14;48;309167;2259
471;602;1648;6000;12;20;54986;465
385;553;2388;16000;16;52;770494;5443
1141;2818;8853;14000;19;43;414418;2981
564;1103;3774;16000;25;50;763964;5368
326;365;1892;11000;14;51;137844;1064
1102;910;4810;5000;6;23;44995;390
613;364;2459;7000;6;24;65436;536
514;224;1245;8000;6;28;78482;637
1206;662;4138;7000;6;25;63616;525
493;791;3321;12000;10;37;198255;1493
417;323;1703;10000;11;31;112686;884
412;348;2607;13000;10;48;315633;2308
395;181;1499;7000;4;23;62621;517
406;639;2417;12000;15;44;188312;1415
328;351;2109;14000;13;52;433034;3127
892;645;3322;8000;8;25;79143;634
418;490;2196;7000;10;28;63586;533
329;188;993;5000;7;19;44009;382
1035;752;4560;10000;8;30;113349;885
632;566;2851;4000;4;13;37302;328
473;930;2700;9000;11;30;95234;760
